bottom  ,(n) (adj) ,/'bɔtəm/,"phần dưới cùng, thấp nhất; cuối, cuối cùng"
bound ,(adj),/baund/,"nhất định, chắc chắn"
bowl ,(n),/boul/,cái bát
box,(n),/bɔks/,"hộp, thùng"
boy,(n),/bɔi/,"con trai, thiếu niên"
boyfriend ,(n),/'bɔifrend/,bạn trai
brain ,(n),/brein/,"óc não; đầu óc, trí não"
branch ,(n),/brɑ:ntʃ/,"ngành; nhành cây, nhánh song, ngả đường"
brand ,(n),/brænd/,nhãn (hàng hóa)
brave ,(adj) ,/breiv/,"gan dạ, can đảm"
bread ,(n),/bred/,bánh mỳ
break  ,(v) (n),/breik/,"bẻ gãy, đập vỡ; sự gãy, sự vỡ"
breakfast ,(n),/'brekfəst/,"bữa điểm tâm, bữa sáng"
breast ,(n),/brest/,"ngực, vú"
breath ,(n),/breθ/,"hơi thở, hơi"
breathe ,(v),/bri:ð/,"hít, thở"
breathing ,(n),/'bri:ðiɳ/,"sự hô hấp, sự thở"
breed  ,(v) (n),/bri:d/,"nuôi dưỡng, chăm sóc, giáo dục; sinh đẻ; "
nòi giống,,,
brick ,(n),/brik/,gạch
bridge ,(n),/bridʤ/,cái cầu
brief ,(adj) ,/bri:f/,"ngắn, gọn, vắn tắt"
briefly  ,(adv),/'bri:fli/,"ngắn, gọn, vắn tắt, tóm tắt"
bright ,(adj) ,/brait/,"sáng, sáng chói"
brightly  ,(adv),/'braitli/,"sáng chói, tươi"
brilliant ,(adj) ,/'briljənt/,"tỏa sáng, rực rỡ, chói lọi"
bring ,(v),/briɳ/,"mang, cầm , xách lại"
broad ,(adj) ,/broutʃ/,rộng
broadcast ,(v) (n),/'brɔ:dkɑ:st/,"tung ra khắp nơi,truyền rộng rãi; "
"phát thanh, quảng bá",,,
broadly  ,(adv),/'brɔ:dli/,"rộng, rộng rãi"
broken ,(adj) ,/'broukən/,"bị gãy, bị vỡ"
brother ,(n),/'brΔðз/,"anh, em trai"
brown ,(adj) (n),/braun/,"nâu, màu nâu"
brush  ,(n) (v) ,/brΔ∫/,"bàn chải; chải, quét"
bubble ,(n),/'bΔbl/,"bong bóng, bọt, tăm"
budget ,(n),/ˈbʌdʒɪt/,ngân sách
build ,(v),/bild/,xây dựng
building ,(n),/'bildiŋ/,"sự xây dựng, công trình xây dựng; tòa nhà"
bullet ,(n),/'bulit/,"đạn (súng trường, súng lục)"
bunch ,(n),/bΛnt∫/,"búi, chùm, bó, cụm, buồng; bầy, đàn"
burn ,(v),/bə:n/,"đốt, đốt cháy, thắp, nung, thiêu"
burnt ,(adj) ,/bə:nt/,"bị đốt, bị cháy, khê; rám nắng, sạm (da)"
burst ,(v),/bə:st/,"nổ, nổ tung (bom, đạn); nổ, vỡ (bong bóng); háo hức"
bury ,(v),/'beri/,"chôn cất, mai táng"
bus,(n),/bʌs/,xe buýt
bush ,(n),/bu∫/,"bụi cây, bụi rậm"
business ,(n),/'bizinis/,"việc buôn bán, thương mại, kinh doanh"
businessman,(n),/'biznismən/,thương nhân
busy ,(adj) ,/´bizi/,"bận, bận rộn"
but,Conj,/bʌt/,nhưng
butter ,(n),/'bʌtə/,bơ
button ,(n),/'bʌtn/,"cái nút, cái khuy, cúc"
buy ,(v),/bai/,mua
buyer ,(n),/´baiə/,người mua
by,(adv) prep.,/bai/,"bởi, bằng"
bye,,/bai/,tạm biệt
cabinet ,(n),/'kæbinit/,tủ có nhiều ngăn đựng đồ
cable ,(n),/'keibl/,dây cáp
cake ,(n),/keik/,bánh ngọt
calculate ,(v),/'kælkjuleit/,tính toán
calculation ,(n),"/,kælkju'lei∫n/",sự tính toán
call  ,(v) (n) ,/kɔ:l/,"gọi; tiếng kêu, tiếng gọi"
calm ,(adj)  (v) (n),/kɑ:m/,"yên lặng, làm dịu đi; sự yên lặng, sự êm ả"
calmly  ,(adv),/kɑ:mli/,"yên lặng, êm ả; bình tĩnh, điềm tĩnh"
camera ,(n),/kæmərə/,máy ảnh
camp  ,(n) (v) ,/kæmp/,"trại, chỗ cắm trại; cắm trại, hạ trại"
campaign ,(n),/kæmˈpeɪn/,"chiến dịch, cuộc vận động"
camping ,(n),/kæmpiη/,sự cắm trại
can ,(v) (n),/kæn/,"có thể; nhà tù, nhà giam, bình, ca đựng"
cancel ,(v),/´kænsəl/,"hủy bỏ, xóa bỏ"
cancer ,(n),/'kænsə/,bệnh ung thư
candidate ,(n),/'kændidit/,"người ứng cử, thí sinh, người dự thi"
candy ,(n) ,/´kændi/,kẹo
cannot,,/'kænɔt/,không thể
cap,(n),/kæp/,"mũ lưỡi trai, mũ vải"
capable ,(of) (adj) ,/'keipәb(ә)l/,"có tài, có năng lực; có khả năng, cả gan"
capacity ,(n),/kə'pæsiti/,"năng lực, khả năng tiếp thu, năng suất"
capital  ,(n) (adj) ,/ˈkæpɪtl/,"thủ đô, tiền vốn; chủ yếu, chính yếu, cơ bản"
captain ,(n),/'kæptin/,"người cầm đầu, người chỉ huy, thủ lĩnh"
capture  ,(v) (n),/'kæptʃə/,"bắt giữ, bắt; sự bắt giữ, sự bị bắt"
car ,(n),/kɑ:/,xe hơi
card ,(n),/kɑ:d/,"thẻ, thiếp"
cardboard ,(n),/´ka:d¸bɔ:d/,"bìa cứng, các tông"
care  ,(n) (v) ,/kɛər/,"sự chăm sóc, chăm nom; chăm sóc"
career ,(n),/kə'riə/,"nghề nghiệp, sự nghiệp"
careful ,(adj) ,/'keəful/,"cẩn thận, cẩn trọng, biết giữ gìn"
carefully  ,(adv),/´kɛəfuli/,"cẩn thận, chu đáo"
careless ,(adj) ,/´kɛəlis/,"sơ suất, cầu thả"
carelessly  ,(adv),/'keəlisli/,"cẩu thả, bất cẩn"
carpet ,(n),/'kɑ:pit/,"tấm thảm, thảm (cỏ)"
carrot ,(n),/´kærət/,củ cà rốt
carry ,(v),/ˈkæri/,"mang, vác, khuân chở"
case ,(n),/keis/,"vỏ, ngăn, túi"
cash ,(n),/kæʃ/,"tiền, tiền mặt"
cast  ,(v) (n),/kɑ:st/,"quăng, ném, thả, đánh gục; sự quăng, sự ném (lưới), sự thả"
castle ,(n),/'kɑ:sl/,"thành trì, thành quách"
cat,(n),/kæt/,con mèo
catch ,(v),/kætʃ/,"bắt lấy, nắm lấy, tóm lấy, chộp lấy"
category ,(n),/'kætigəri/,"hạng, loại; phạm trù"
cause  ,(n) (v),/kɔ:z/,"nguyên nhân, nguyên do; gây ra, gây nên"
cease ,(v),/si:s/,"dừng, ngừng, ngớt, thôi, hết, tạnh"
ceiling ,(n),/ˈsilɪŋ/,trần nhà
celebrate ,(v),/'selibreit/,"kỷ niệm, làm lễ kỷ niệm; tán dương, ca tụng"
celebration ,(n),"/,seli'breiʃn/","sự kỷ niệm, lễ kỷ niệm; sự tán dương, "
sự ca tụng,,,
cell,(n),/sel/,"ô, ngăn"
cent,(n),/sent/,đồng xu (bằng 1/100 đô la)
cent ,(n),/sent/,đồng xu (=1/100 đô la)
centimetre,(n),"/'senti,mi:tз/",xen ti mét
central ,(adj) ,/´sentrəl/,"trung tâm, ở giữa, trung ương"
centre ,(n),/'sentə/,"điểm giữa, trung tâm, trung ương"
century ,(n),/'sentʃuri/,thế kỷ
ceremony ,(n),/´seriməni/,"nghi thức, nghi lễ"
certain ,(adj) pro (n),/'sə:tn/,chắc chắn
certainly  ,(adv),/´sə:tnli/,"chắc chắn, nhất định"
certificate ,(n),/sə'tifikit/,"giấy chứng nhận, bằng, chứng chỉ"
chain  ,(n) (v) ,/tʃeɪn/,"dây, xích; xính lại, trói lại"
chair ,(n),/tʃeə/,ghế
chairman,(n),/'tʃeəmən/,"chủ tịch, chủ tọa"
chairwoman,(n),"/'tʃeə,wumən/","chủ tịch, chủ tọa"
challenge  ,(n) (v) ,/'tʃælindʤ/,"sự thử thách, sự thách thức; "
"thách thức, thử thách",,,
chamber ,(n),/ˈtʃeɪmbər/,"buồng, phòng, buồng ngủ"
chance ,(n),"/tʃæns , tʃɑ:ns/",sự may mắn
change  ,(v) (n),/tʃeɪndʒ/,"thay đổi, sự thay đổi, sự biến đổi"
channel ,(n),/'tʃænl/,"kênh (TV, radio), eo biển"
chapter ,(n),/'t∫æptə(r)/,chương (sách)
character ,(n),/'kæriktə/,"tính cách, đặc tính, nhân vật"
characteristic ,(adj) (n),/¸kærəktə´ristik/,"riêng, riêng biệt, đặc trưng, đặc tính, đặc điểm"
charge  ,(n) (v) ,/tʃɑ:dʤ/,"nhiệm vụ, bổn phận, trách nhiệm; "
"giao nhiệm vụ, giao việc",,,
charity ,(n),/´tʃæriti/,"lòng từ thiện, lòng nhân đức; sự bố thí"
chart  ,(n) (v) ,/tʃa:t/,"đồ thị, biểu đồ; vẽ đồ thị, lập biểu đồ"
chase  ,(v) (n),/tʃeis/,săn bắt; sự săn bắt
chat  ,(v) (n),/tʃæt/,"nói chuyện, tán gẫu; "
"chuyện phiếm, chuyện gẫu",,,
cheap ,(adj) ,/tʃi:p/,rẻ
cheaply  ,(adv),/'t∫i:pli/,"rẻ, rẻ tiền"
cheat  ,(v) (n),/tʃit/,"lừa, lừa đảo; trò lừa đảo, trò gian lận"
check  ,(v) (n),/tʃek/,kiểm tra; sự kiểm tra
cheek ,(n),/´tʃi:k/,má
cheerful ,(adj) ,/´tʃiəful/,"vui mừng, phấn khởi, hồ hởi"
cheerfully   ,(adv),/'t∫iəfuli/,"vui vẻ, phấn khởi"
cheese ,(n),/tʃi:z/,pho mát
chemical ,(adj) (n),/ˈkɛmɪkəl/,"thuộc hóa học; chất hóa học, hóa chất"
chemist ,(n),/´kemist/,nhà hóa học
chemistry ,(n),/´kemistri/,"hóa học, môn hóa học, ngành hóa học"
cheque ,(n),/t∫ek/,séc
chest ,(n),/tʃest/,"tủ, rương, hòm"
chew ,(v),/tʃu:/,"nhai, ngẫm nghĩ"
chicken ,(n),/ˈtʃɪkin/,"gà, gà con, thịt gà"
chief ,(adj) (n),/tʃi:f/,"trọng yếu, chính yếu; thủ lĩnh, lãnh tụ, người đứng đầu, xếp"
child ,(n),/tʃaild/,"đứa bé, đứa trẻ"
chin,(n),/tʃin/,cằm
chip ,(n),/tʃip/,"vỏ bào, mảnh vỡ, chỗ sứt, mẻ"
chocolate ,(n),/ˈtʃɒklɪt/,sô cô la
choice ,(n),/tʃɔɪs/,sự lựa chọn
choose ,(v),/t∫u:z/,"chọn, lựa chọn"
chop ,(v),/tʃɔp/,"chặt, đốn, chẻ"
church ,(n),/tʃə:tʃ/,nhà thờ
cigarette ,(n),/¸sigə´ret/,điếu thuốc lá
cinema ,(n),/ˈsɪnəmə/,"rạp xi nê, rạp chiếu bóng"
circle ,(n),/'sə:kl/,"đường tròn, hình tròn"
circumstance ,(n),/ˈsɜrkəmˌstæns/,"hoàn cảnh, trường hợp, tình huống"
citizen ,(n),/´sitizən/,người thành thị
city,(n),/'si:ti/,thành phố
civil ,(adj) ,/'sivl/,(thuộc) công dân
claim  ,(v) (n),/kleim/,"đòi hỏi, yêu sách; sự đòi hỏi, sự yêu sách, sự thỉnh cầu"
clap  ,(v) (n),/klæp/,"vỗ, vỗ tay; tiếng nổ, tiếng vỗ tay"
class ,(n),/klɑ:s/,lớp học
classic ,(adj) (n),/'klæsik/,"cổ điển, kinh điển"
classroom ,(n),/'klα:si/,"lớp học, phòng học"
clean ,(adj) (v),/kli:n/,"sạch, sạch sẽ;"
clear ,(adj),/kliə/,"lau chùi, quét dọn"
clearly  ,(adv),/´kliəli/,"rõ ràng, sáng sủa"
clerk ,(n),/kla:k/,"thư ký, linh mục, mục sư"
clever ,(adj) ,/'klevə/,"lanh lợi, thông minh. tài giỏi, khéo léo"
click  ,(v) (n),/klik/,"làm thành tiếng lách cách; tiếng lách cách, cú nhắp (chuột)"
client ,(n),/´klaiənt/,khách hàng
climate ,(n),/'klaimit/,"khí hậu, thời tiết"
climb ,(v),/klaim/,"leo, trèo"
climbing ,(n),/´klaimiη/,sự leo trèo
clock ,(n),/klɔk/,đồng hồ
close,(adj) ,/klouz/,"đóng kín, chật chội, che đậy"
closed ,(adj) ,/klouzd/,"bảo thủ, không cởi mở, khép kín"
closely  ,(adv),/´klousli/,"chặt chẽ, kỹ lưỡng, tỉ mỉ"
closet ,(n),/'klozit/,"buồng, phòng để đồ, phòng kho"
cloth ,(n),/klɔθ/,"vải, khăn trải bàn, áo thầy tu"
clothes ,(n),/klouðz/,quần áo
clothing ,(n),/´klouðiη/,"quần áo, y phục"
cloud ,(n),/klaud/,"mây, đám mây"
club ,(n),/´klʌb/,"câu lạc bộ; gậy, dùi cui"
coach ,(n),/koʊtʃ/,huấn luyện viên
coal ,(n),/koul/,than đá
coast ,(n),/koust/,sự lao dốc; bờ biển
coat ,(n),/koʊt/,áo choàng
code ,(n),/koud/,"mật mã, luật, điều lệ"
coffee ,(n),/'kɔfi/,cà phê
coin ,(n),/kɔin/,tiền kim loại
cold ,(adj) (n),/kould/,"lạnh, sự lạnh lẽo, lạnh nhạt"
coldly  ,(adv),/'kouldli/,"lạnh nhạt, hờ hững, vô tâm"
collapse  ,(v) (n),/kз'læps/,"đổ, sụp đổ; sự đổ nát, sự sụp đổ"
colleague ,(n),/ˈkɒlig/,bạn đồng nghiệp
collect ,(v),/kə´lekt/,"sưu tập, tập trung lại"
collection ,(n),/kəˈlɛkʃən/,"sự sưu tập, sự tụ họp"
college ,(n),/'kɔlidʤ/,"trường cao đẳng, trường đại học"
colour ,(n) (v),/'kʌlə/,màu sắc; tô màu
coloured ,(adj),/´kʌləd/,"mang màu sắc, có màu sắc"
column ,(n),/'kɔləm/,"cột , mục (báo)"
combination ,(n),"/,kɔmbi'neiʃn/","sự kết hợp, sự phối hợp"
combine ,(v),/'kɔmbain/,"kết hợp, phối hợp"
come ,(v),/kʌm/,"đến, tới, đi đến, đi tới"
comedy ,(n),/´kɔmidi/,hài kịch
comfort  ,(n) (v) ,/'kΔmfзt/,"sự an ủi, khuyên giải, lời động viên, sự an nhàn; dỗ dành, an ủi"
comfortable ,(adj) ,/'kΔmfзtзbl/,"thoải mái, tiện nghi, đầy đủ"
comfortably  ,(adv),/´kʌmfətəbli/,"dễ chịu, thoải mái, tiện nghi, ấm cúng"
command  ,(v) (n),/kə'mɑ:nd/,"ra lệnh, chỉ huy; lệnh, mệnh lệnh, quyền ra lệnh, quyền chỉ huy"
comment  ,(n) (v) ,/ˈkɒment/,"lời bình luận, lời chú giải; bình luận, phê bình, chú thích, dẫn giải"
commercial ,(adj) ,/kə'mə:ʃl/,"buôn bán, thương mại"
commission  ,(n) (v) ,/kəˈmɪʃən/,"hội đồng, ủy ban, sự ủy nhiệm, sự ủy thác; ủy nhiệm, ủy thác"
commit ,(v),/kə'mit/,"giao, gửi, ủy nhiệm, ủy thác; tống giam, bỏ tù"
commitment ,(n),/kə'mmənt/,"sự phạm tội, sự tận tụy, tận tâm"
committee ,(n),/kə'miti/,ủy ban
common ,(adj) ,/'kɔmən/,"công, công cộng, thông thường, phổ biến"
commonly  ,(adv),/´kɔmənli/,"thông thường, bình thường"
communicate ,(v),/kə'mju:nikeit/,"truyền, truyền đạt; giao thiệp, liên lạc"
communication ,(n),"/kə,mju:ni'keiʃn/","sự giao tiếp, liên lạc, sự truyền đạt, truyền tin"
community ,(n),/kə'mju:niti/,"dân chúng, nhân dân"
company ,(n),/´kʌmpəni/,công ty
compare ,(v),/kәm'peә(r)/,"so sánh, đối chiếu"
comparison ,(n),/kəm'pærisn/,sự so sánh
compete ,(v),/kəm'pi:t/,"đua tranh, ganh đua, cạnh tranh"
competition ,(n),"/,kɔmpi'tiʃn/","sự cạnh tranh, cuộc thi, cuộc thi đấu"
competitive ,(adj) ,/kəm´petitiv/,"cạnh tranh, đua tranh"
complain ,(v),/kəm´plein/,"phàn nàn, kêu ca"
complaint ,(n),/kəmˈpleɪnt/,"lời than phiền, than thở; sự khiếu nại, đơn kiện"
complete ,(adj) (v),/kəm'pli:t/,"hoàn thành, xong;"
completely  ,(adv),/kзm'pli:tli/,"hoàn thành, đầy đủ, trọn vẹn"
complex ,(adj) ,/'kɔmleks/,"phức tạp, rắc rối"
complicate ,(v),/'komplikeit/,"làm phức tạp, rắc rối"
complicated ,(adj) ,/'komplikeitid/,"phức tạp, rắc rối"
computer ,(n),/kəm'pju:tə/,máy tính
concentrate ,(v),/'kɔnsentreit/,tập trung
concentration ,(n),"/,kɒnsn'trei∫n/","sự tập trung, nơi tập trung"
concept ,(n),/ˈkɒnsept/,khái niệm
concern  ,(v) (n),/kәn'sз:n/,"liên quan, dính líu tới; sự liên quan, sự dính líu tới"
concerned ,(adj) ,/kən´sə:nd/,"có liên quan, có dính líu"
concerning,prep.,/kən´sə:niη/,"bâng khuâng, ái ngại"
concert ,(n),/kən'sə:t/,buổi hòa nhạc
conclude ,(v),/kənˈklud/,"kết luận, kết thúc, chấm dứt (công việc)"
conclusion ,(n),/kənˈkluʒən/,"sự kết thúc, sự kết luận, phần kết luận"
concrete ,(adj) (n),/'kɔnkri:t/,bằng bê tông; bê tông
condition ,(n),/kәn'di∫әn/,"điều kiện, tình cảnh, tình thế"
conduct  ,(v) (n),/'kɔndʌkt/,"r/kən'dʌkt/ điều khiển, chỉ đạo, chỉ huy; sự điều khiển, chỉ huy"
conference ,(n),/ˈkɒnfərəns/ /ˈkɒnfrəns/,"hội nghị, sự bàn bạc"
confidence ,(n),/'konfid(ә)ns/,"lòng tin tưởng, sự tin cậy"
confident ,(adj) ,/'kɔnfidənt/,"tin tưởng, tin cậy, tự tin"
confidently  ,(adv),/'kɔnfidəntli/,tự tin
confine ,(v),/kən'fain/,"giam giữ, hạn chế"
confined ,(adj) ,/kən'faind/,"hạn chế, giới hạn"
confirm ,(v),/kən'fə:m/,"xác nhận, chứng thực"
conflict  ,(n) (v) ,(v) /kənˈflɪkt/ ,
,(n), /ˈkɒnflɪkt/,"xung đột, va chạm; sự xung đột, sự va chạm"
confront ,(v),/kən'frʌnt/,"đối mặt, đối diện, đối chiếu"
confuse  ,(v),/kən'fju:z/,"làm lộn xộn, xáo trộn"
confused ,(adj) ,/kən'fju:zd/,"bối rối, lúng túng, ngượng"
confusing ,(adj) ,/kən'fju:ziη/,"khó hiểu, gây bối rối"
confusion ,(n),/kən'fju:ʒn/,"sự lộn xộn, sự rối loạn"
congratulations ,(n),"/kən,grætju'lei∫n/","sự chúc mừng, khen ngợi; lời chúc mừng, khen ngợi (s)"
congress ,(n),/'kɔɳgres/,"đại hội, hội nghị, Quốc hội"
connect ,(v),/kə'nekt/,"kết nối, nối"
connection ,(n),"/kə´nekʃən,/","sự kết nối, sự giao kết"
conscious ,(adj) ,/ˈkɒnʃəs/,"tỉnh táo, có ý thức, biết rõ"
consequence ,(n),/'kɔnsikwəns/,"kết quả, hậu quả"
conservative ,(adj) ,/kən´sə:vətiv/,"thận trọng, dè dặt, bảo thủ"
consider ,(v),/kən´sidə/,"cân nhắc, xem xét; để ý, quan tâm, lưu ý đến"
considerable ,(adj) ,/kən'sidərəbl/,"lớn lao, to tát, đáng kể"
considerably  ,(adv),/kən'sidərəbly/,"đáng kể, lớn lao, nhiều"
consideration ,(n),/kənsidə'reiʃn/,"sự cân nhắc, sự xem xét, sự để ý, sự quan tâm"
consist of ,(v),/kən'sist/,gồm có
constant ,(adj) ,/'kɔnstənt/,"kiên trì, bền lòng"
constantly  ,(adv),/'kɔnstəntli/,kiên định
construct ,(v),/kən´strʌkt/,xây dựng
construction ,(n),/kən'strʌkʃn/,sự xây dựng
consult ,(v),/kən'sʌlt/,"tra cứu, tham khảo, thăm dò, hỏi ý kiến"
consumer ,(n),/kən'sju:mə/,người tiêu dùng
contact  ,(n) (v) ,/ˈkɒntækt/,"sự liên lạc, sự giao thiệp; tiếp xúc"
contain ,(v),/kәn'tein/,"bao hàm, chứa đựng, bao gồm"
container ,(n),/kən'teinə/,"cái đựng, chứa; công te nơ"
contemporary ,(adj) ,/kən'tempərəri/,"đương thời, đương đại"
content ,(n),/kən'tent/,"nội dung, sự hài lòng"
contest ,(n),/kən´test/,"cuộc thi, trận đấu, cuộc tranh luận, cuộc chiến đấu, chiến tranh"
context ,(n),/'kɔntekst/,"văn cảnh, khung cảnh, phạm vi"
continent ,(n),/'kɔntinənt/,"lục địa, đại lục (lục địa Bắc Mỹ)"
continue ,(v),/kən´tinju:/,"tiếp tục, làm tiếp"
continuous ,(adj) ,/kən'tinjuəs/,"liên tục, liên tiếp"
continuously  ,(adv),/kən'tinjuəsli/,"liên tục, liên tiếp"
contract  ,(n) (v) ,/'kɔntrækt/,"hợp đồng, sự ký hợp đồng; ký kết"
contrast  ,(n) (v) ,/kən'træst/,"or /'kɔntræst / sự tương phản; làm tương phản, làm trái ngược"
contrasting ,(adj) ,/kən'træsti/,tương phản
contribute ,(v),/kən'tribju:t/,"đóng góp, ghóp phần"
contribution ,(n),/¸kɔntri´bju:ʃən/,"sự đóng góp, sự góp phần"
control  ,(n) (v) s,/kən'troul/,"sự điều khiển, quyền hành, quyền lực, quyền chỉ huy"
controlled ,(adj) ,/kən'trould/,"được điều khiển, được kiểm tra"
convenient ,(adj) ,/kən´vi:njənt/,"tiện lợi, thuận lợi, thích hợp"
convention ,(n),/kən'ven∫n/,"hội nghị, hiệp định, quy ước"
conventional ,(adj) ,/kən'ven∫ənl/,quy ước
conversation ,(n),"/,kɔnvə'seiʃn/","cuộc đàm thoại, cuộc trò chuyện"
convert ,(v),/kən'və:t/,"đổi, biến đổi"
convince ,(v),/kən'vins/,"làm cho tin, thuyết phục; làm cho nhận thức thấy"
cook  ,(v) (n),/kʊk/,"nấu ăn, người nấu ăn"
cooker ,(n),/´kukə/,"lò, bếp, nồi nấu"
cookie ,(n),/´kuki/,bánh quy
cooking ,(n),/kʊkiɳ/,"sự nấu ăn, cách nấu ăn"
cool ,(adj) (v),/ku:l/,"mát mẻ, điềm tĩnh; làm mát,"
cope ,(with) (v),/koup/,"đối phó, đương đầu"
copy  ,(n) (v) ,/'kɔpi/,"bản sao, bản chép lại; sự sao chép; sao chép, bắt chước"
core ,(n),/kɔ:/,"nòng cốt, hạt nhân; đáy lòng"
corner ,(n),/´kɔ:nə/,"góc (tường, nhà, phố...)"
correct ,(adj) (v),/kə´rekt/,"đúng, chính xác; sửa, sửa chữa"
correctly  ,(adv),/kə´rektli/,"đúng, chính xác"
cost  ,(n) (v) ,"/kɔst , kɒst/","giá, chi phí; trả giá, phải trả"
cottage ,(n),/'kɔtidʤ/,nhà tranh
cotton ,(n),/ˈkɒtn/,"bông, chỉ, sợi"
cough  ,(v) (n),/kɔf/,"ho, sự ho, tiếng hoa"
coughing ,(n),/´kɔfiη/,ho
could,(v),/kud/,có thể
could,,/kud/,"có thể, có khả năng"
council ,(n),/kaunsl/,hội đồng
count ,(v),/kaunt/,"đếm, tính"
counter ,(n),/ˈkaʊntər/,"quầy hàng, quầy thu tiền, máy đếm"
country ,(n),/ˈkʌntri/,"nước, quốc gia, đất nước"
countryside ,(n,/'kʌntri'said/,"miền quê, miền nông thôn"
county ,(n),/koun'ti/,"hạt, tỉnh"
couple ,(n),/'kʌpl/,"đôi, cặp; đôi vợ chồng, cặp nam nữ"
courage ,(n),/'kʌridʤ/,"sự can đảm, sự dũng cảm, dũng khí"
course ,(n),/kɔ:s/,"tiến trình, quá trình diễn tiến; sân chạy đua"
court ,(n),"/kɔrt , koʊrt/","sân, sân (tennis...), tòa án, quan tòa, phiên tòa"
cousin ,(n),/ˈkʌzən/,anh em họ
cover  ,(v) (n),/'kʌvə/,"bao bọc, che phủ; vỏ, vỏ bọc"
covered ,(adj) ,/'kʌvərd/,"có mái che, kín đáo"
covering ,(n),/´kʌvəriη/,"sự bao bọc, sự che phủ, cái bao, bọc"
cow ,(n),/kaʊ/,con bò cái
crack  ,(n) (v) ,/kræk/,"cừ, xuất sắc; làm nứt, làm vỡ, nứt nẻ, rạn nứt"
